username,views,likes,comments,caption,category,primary_signal,marketing_takeaway
theflexibledietinglifestyle,4466671,350506,1790,"🍦 This Protein Ice Cream Series has honestly changed my life.

I’ve been making macro friendly recipes for 12+ years and the perfect protein ice cream recipe has always evaded me.

Until the start of this series.

22 Protein Ice Cream Recipes.

All around 300-400 calories for a whole pint with 40g protein!

From Cosmic Brownie, Biscoff Cookie Butter, Fruity Pebble Cereal Milk, Cinnamon Toast Crunch Cereal Milk, Birthday Cake Batter…. the list goes on and on so it’s safe to say we’ll never run out of protein ice cream flavor options!

I hope you guys have enjoyed this series as much as I have 🤤

And because I want you guys to make protein ice cream on the daily….

I created a FREE Protein Ice Cream Recipe book with all 22 of these recipes 🍨

Links in my bio to snag your copy. Literally takes less than 15 seconds 🫡

Let’s get into my top Protein Ice Cream Tips:

1️⃣ Your Milks Matter

It’s a balance that allows for the lowest calorie count possible.

If you just use all almond milk, you risk a less creamy outcome just because of how much water content there is in almond milk.

You can by all means just use all Fairlife milk as well but it’ll just add an extra 40 ish calories.

2️⃣ Not All Protein Powders are made equal

They will be making up around 50% (sometimes 60%+) of the dry ingredients in pretty much all creami recipes IF you want the macros to be immaculate.

So a high quality whey/casein blend protein powder is a must.

One with an amazing flavor profile because it will be arguably the big contributor to flavoring of the pint.

And one that also does not have that chalky protein aftertaste because it will come through.

3️⃣ Meal Prep your pints.

I make 6 at a time with varying flavor so I have variety.

I use a small milk frother to mix the ingredients together. Works great!

4️⃣ Freezer pints with cover off.

This will ensure you don’t get the hump which has been known to break machines.

I have now run out of my IG character limit for a caption lol.

Pro tips continued in caption below.

#proteinicecream #ninjacreami #recipebook #proteindessert #mealprep #macrofriendly #weightloss #lowcalorie #macrofriendlyrecipes #easyrecipes #highprotein",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 40.952897427s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '40s'}]}}"
theflexibledietinglifestyle,1896230,85375,777,"If you just watch my videos, you’d have no idea I actually lift.

I don’t really show off my physique at all.

So just want to use this post as a reminder that I practice what I preach.

You can eat delicious food on a daily basis and reach your goals.

The skill of macro friendly, low calorie cooking is an investment that lasts a lifetime.

The ability to walk into the kitchen at any moment and solve any craving while staying on track with your goals.

What’s the value of that? I’d say it’s truly infinite.

I will continue to share the best macro friendly recipes to better equip you to tackle craving while staying on track.

Cheers to a 2024 with A LOT of delicious food and us crushing our goals 🙌🏻

#fatloss #weightloss #macrofriendly #lowcalorie #flexibledieting #2024 #bodybuilding",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 39.344271046s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '39s'}]}}"
theflexibledietinglifestyle,775406,27599,1595,"I got this comment on my last video:

“I’d be interested in seeing positive comments like who has seen results from your recipes.”

This is a great suggestion because the literal worst is making a recipe from social and it being an absolute failure lol.

And also, yes I make my own recipes and get results….but do other people as well?

Quick backstory, I have been putting out macro friendly recipes for free every single week since 2014.

Started in my parents kitchen with zero cooking experience.

They were my guinea pigs lol.

And since then has evolved into something I could’ve never even imagined.

And it’d mean the world to me for the comment section of this post to be an overwhelming amount of love for my recipes.

To shower my ego? Uhhh maybe a little bit.

But more importantly, to give anyone on the fence the confidence to make their first recipe.

All it takes is that first recipe to give someone that positive momentum in the kitchen.

Having them saying, “oh sh*t I can do this!”

We all have to eat. And being able to cook is a skill that lasts a lifetime.

Thus with each recipe, they continue to build the confidence that they can walk into the kitchen at any moment and solve their craving while still reaching their goals.

That they can bridge the gap between delicious and macro friendly with ease.

So if my recipes have had a positive impact on you in any way, it’d mean the world to me if you left a comment sharing more about.

Love you guys and appreciate all your support over these past 10 years.

#flexibledieting #macrofriendly #cooking #homecooking #healthyrecipes #mealprep #fatloss #weightloss #easyrecipes #foodie #highprotein #lowcalorie",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 37.920229426s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '37s'}]}}"
thehumanupgradepodcast,1970,133,3,"You aren't lacking willpower—you're being engineered.

Ultra-processed foods are designed to maximize pleasure while actively minimizing the feeling of being full. This creates a loop of hedonic hunger that ignores your body's natural biology. If you want to optimize your performance, you must first recognize the specific design of the food on your plate.

#Biohacking #DaveAsprey #Nutrition #HealthOptimization #FoodDesign",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 36.487396403s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '36s'}]}}"
thehumanupgradepodcast,1476,54,0,"Superficial problem solving leads to repeated failures.

We often blame external factors for our issues, but the true cause is usually a systemic flaw. By using the ""Five Whys"" method, you can drill down from the event itself to the actionable mechanism.

The Titanic didn't sink because of an iceberg; it sank because it was going too fast in bad conditions. Identify the speed—the root cause—and you prevent the crash.

#Biohacking #DaveAsprey #CriticalThinking #SystemsThinking #DecisionMaking",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 34.898475175s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '34s'}]}}"
thehumanupgradepodcast,1154,49,2,"You are not hungry; you are conditioned.

""Food noise"" is the result of relentless environmental triggers designed to keep you eating. From billboards to the routine of eating while watching TV, we have been trained to associate nearly every activity with food. Breaking this Pavlovian loop is the first step toward true metabolic freedom and reclaiming your health.

#Biohacking #DaveAsprey #Nutrition #HealthOptimization #Mindset",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 32.849738598s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}"
themadfitapp,47489,-1,3,"We love when the full body is put👏to👏work👏

Here are five classics that we can never get enough of, and yes of course they’re all featured in this Maddie’s new 40 minute full body class. All you need is your mat, a bit of space and some dumbbells. Let’s get into ittttt.",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 31.116431093s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '31s'}]}}"
thenutritionguru,4208,-1,67,"Yesterday I hosted a talk on optimising longevity and health span at Google head office London.  The talk covered the latest science on how to turn back the clock and how you can measure if your diet and lifestyle interventions are efficacious by using tests such as Glycanage and other health trackers such as the @zoe programme which includes a continuous glucose monitor and helps to optimise how your gut microbes. 

I discussed the benefits of time restricted eating, using products such as @prolonuk, the DASH and MIND diets to help prevent diseases. I also talked about the benefits of hormetic stressors such as sauna and cold water therapy, HIIT and caloric restriction as well the benefits of hyperbaric oxygen therapy and red light treatments to reduce ‘inflammaging’. I presented the cutting edge research on longevity supplements such as NMN, resveratrol, collagen (@skinade), omega 3 (@barebiology) and how they are so helpful for cognition, joints, gut health, energy and longevity. 

We finished the workshop in the Google’s cookery school, where their head chef Dan and I demonstrated how to create healthy and delicious buddha bowls with a variety of dressings and my delicious dark chocolate and berry bliss balls. Over lunch I explained how red wine such as Pinot Noir has the highest polyphenol and resveratrol content out of any grape variety and should be considered medicinal ;). 

Following this I’m hosting 1 to 1 mini consultations to help the Googlers achieve their health and wellness goals. 

Do get in touch if you are interested in The Nutrition Guru workplace talks and workshops. 

#WorkplaceWellness #NutritionEducation #CorporateNutrition #CorporateWellness #NutritionSpeaker #NutritionEducator #NutritionAuthor #Well-BeingWednesday #ForeverYoung #Anti-AgeingTalk #Biohacking #Prolon #TimeRestrictedEating #IntermittentFasting #CookeryWorkshop #CookeryDemo@google #longevity #lifespan #healthspan #wellnessmatters #ageingwell #agingpopulation @healthyworplace #wellbeingatwork #happyworkplace #investinyourstaff @zoe #explore #explorepage",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 29.391030265s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '29s'}]}}"
thenutritionguru,4114,-1,30,"I feel very blessed to share positive messages about nutrition, health and wellness around the globe. I’ve worked in 10 countries so far this year with my Ultimate Wellness programme, both on zoom and in person. 

Just a few of my Workplace Wellness Topics include;

🥗Food and Mood - the Gut:Brain connection 

🍎Optimising Sleep

🍓Optimising Cognition

🍉Reducing Stress and Toxicity

🥑Avoid Burnout and Fatigue 

🍏Positive Ageing and increasing our Healthspan

🥝Revitalise and Energise

🫐Skin health

🍒Mens Health Matters

🍇Female Health 

🍊Menopause Matters 

Get in touch to learn more 😘

#WorkplaceWellness #WednesdayMotivation #WellBeingWednesday #CorporateWellness #WellnessSpeaker #WorkplaceWellness #WorkplaceWellnessTips #HappyHealthyWorkplace #FoodAndMood #Healthmatters #MenopauseMatters #MaleHealth #FemaleHealth #SkinHealth #Sleep #Improvecognition #healthyhacks #biohacking #keynotespeaker #nutritionspeaker #nutritiontalks",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 27.548441609s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '27s'}]}}"
thenutritionguru,1086,-1,23,"A smoothie bowl 🥣 — it’s a daily opportunity to feed your gut, fuel your brain, stabilise your energy, and support health from the inside out 💚

My go-to combo: 🥣 Kefir 🥣 Greek yoghurt 🫐 Berries 🥬 Spinach 🍌 Greenish Banana (best for gut microbes) 🌰 Nuts & seeds

This simple breakfast can provide roughly: ✨ 20–25g protein ✨ 12–18g fibre ✨ Healthy fats for hormones & brain health ✨ Probiotics for gut support ✨ Antioxidants for inflammation & immunity

And it helps support: ✔ Energy ✔ Gut health ✔ Hormones ✔ Brain function & focus ✔ Blood sugar balance ✔ Skin health ✔ Immunity ✔ Sleep ✔ Heart health ✔ Reduced cravings

Because it contains protein, fibre, healthy fats, probiotics & antioxidants, it helps keep energy stable — meaning fewer mid-afternoon crashes and less reaching for sugar or caffeine later in the day 🙌

Studies show that balanced breakfasts containing protein and fibre can help improve energy, concentration, appetite regulation, and reduce afternoon energy slumps.

Serve as a delicious smoothie, smoothie bowl or in a jam jar for on the go fuel and nourishment. 

Food really is information for your body 💚

#GutHealth #Breakfast #smoothie #HormoneHealth #Health",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 25.87613578s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '25s'}]}}"
thetamsenshow,23940,777,87,"If you’re dealing with energy crashes and constant hunger, this small breakfast swap can make a big difference.

💌 Comment LISTEN and we’ll DM you the full conversation.

For more health hacks, listen to the full conversation with weight loss expert @drjasonfung and @tamsenfadal on @thetamsenshow.",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 24.262993777s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '24s'}]}}"
thetamsenshow,9726,494,53,"If you’ve ever blamed yourself for gaining weight, you need to listen to this.

@drjasonfung explains how your environment shapes your eating habits more than you realize.

💌 Comment LISTEN and we’ll DM you the full conversation.

@drjasonfung, MD, is one of the leading voices challenging everything diet culture has taught women about food, weight, and willpower.

In this episode, he’s sitting down with @tamsenfadal on @thetamsenshow to debunk the “calories in, calories out” myth and reveal how hormones, ultra-processed foods, and different types of hunger play a much bigger role than we’ve been led to believe.

Available now wherever you get your podcasts. Prefer video? Search “The Tamsen Show” on YouTube.🧡",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 22.884020762s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '22s'}]}}"
thomasdelauer,189304,9910,463,That chronic spiking of insulin can’t be a good thing. @thomasdelauer and @thedorianyates dive into some of the metabolic reasons that bodybuilders and endurance athletes alike are keeling over 💀,Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 21.265267041s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '21s'}]}}"
thomasdelauer,146282,8401,159,I agree with @thedorianyates on his current diet. Never noticed much difference with breakfast. @thomasdelauer and Dorian deep dive into what’s currently working for him.,Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 19.464634792s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '19s'}]}}"
thomasdelauer,54356,2291,24,"The wisdom of age, with the fire of youth. What GSP 2.0 would be. @thomasdelauer and @georgesstpierre discuss dissolving the ego in sport.",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 17.389702804s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '17s'}]}}"
trainwithjoan,24818095,2735109,18444,"I’ll be honest with you…

I was never one of those women who loved exercise. I spent most of my life avoiding it, too busy raising kids, working, taking care of everyone else.

By the time I had a moment to breathe, I was 70, tired, and on more medications than I’d like to admit. I wasn’t looking for a transformation. I just wanted to feel like myself again.

So I started small. Embarrassingly small. But I started thanks to the nudges of my daughter @michellemacdonaldofficial and something funny happened…the more I moved, the more I could move. 

Slowly, things shifted. My energy came back. I got off most of those medications. And I started actually enjoying my life again.

I’m 80 now and I move better than I did ten years ago.
I’m not telling you this to impress you. I’m telling you because I was exactly where you are…tired, skeptical, wondering if it was too late.

It wasn’t…and it’s not too late for you either.

Comment KICKSTART below and I’ll send you the details to my APP. It’s never too late to make a change. 💛",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 15.667610273s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '15s'}]}}"
